StartDate;EndDate;Status;Progress;Duration__in_seconds_;Finished;RecordedDate;DistributionChannel;UserLanguage;Q_Informed_Consent;Age;Gender;Nationality;Nationality_3_TEXT;Profession;Education;Covid_19_3;Covid_19_4;Covid_19_5;Manip_checks_power;man_check_guilt;guilt_likelihood_1;guilt_likelihood_2;Recidivism_1;Recidivism_2;Recidivism_3;Motives_Punishment_1;Motives_Punishment_2;Motives_Punishment_3;Motives_Punishment_4;Motives_Punishment_5;Motives_Punishment_6;Motives_Punishment_7;Motives_Punishment_8;Motives_Punishment_9;Motives_Punishment_10;Motives_Punishment_11;Motives_Punishment_12;Motives_Punishment_13;Motives_Punishment_14;Motives_Punishment_15;Motives_Punishment_16;tic
9/2/2020 7:47:15;9/2/2020 7:53:04;0;100;348;1;9/2/2020 7:53:04;anonymous;EN-GB;1;51;2;1; ;3;1;8;8;8;2;2;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;2;5;5;3;5;d23354669a2bc5985bcf645a25a23f2d
9/2/2020 7:50:10;9/2/2020 7:53:42;0;100;212;1;9/2/2020 7:53:43;anonymous;EN-GB;1;65;2;1; ;2;1;5;0;6;2;2;4;2;4;4;4;2;4;4;5;5;4;5;5;5;4;3;3;4;5;5;5;96ba26c9229393a1b59fa3c7ab8429aa
9/2/2020 7:49:35;9/2/2020 7:55:28;0;100;353;1;9/2/2020 7:55:28;anonymous;EN-GB;1;74;2;1; ;3;1;8;5;5;2;2;1;1;1;1;1;1;1;1;7;1;1;7;1;7;1;1;1;1;1;1;1;4046588b01ae22c72d94b6682467b064
9/2/2020 7:55:41;9/2/2020 7:58:28;0;100;166;1;9/2/2020 7:58:28;anonymous;EN-GB;1;52;1;1; ;2;1;9;9;5;3;2;4;2;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;b281ee3ad5e9f6b9a711fcb07f28dd2d
9/2/2020 7:56:18;9/2/2020 8:00:04;0;100;225;1;9/2/2020 8:00:04;anonymous;EN-GB;1;62;1;1; ;3;2;8;9;5;1;2;4;1;1;2;1;5;4;3;3;7;4;5;5;5;4;3;3;4;4;4;4;7c9f40905e93d42a98bebcabf5f4f75d
9/2/2020 7:52:18;9/2/2020 8:01:54;0;100;576;1;9/2/2020 8:01:55;anonymous;EN-GB;1;33;1;1; ;4;1;5;5;5;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;c2e5ca7bdb93913cf660b3f10c8b3639
9/2/2020 7:52:57;9/2/2020 8:03:12;0;100;614;1;9/2/2020 8:03:12;anonymous;EN-GB;1;44;2;1; ;4;3;8;3;6;1;2;6;5;4;5;4;5;5;5;7;7;5;7;7;7;6;4;4;5;5;5;6;160e3feac3a082081940a821be6774df
9/2/2020 8:00:25;9/2/2020 8:03:17;0;100;171;1;9/2/2020 8:03:17;anonymous;EN-GB;1;53;2;1; ;3;2;4;6;5;1;2;5;5;5;5;5;6;5;4;7;6;4;5;6;6;6;7;7;4;3;7;3;f4df7f913fbbd2e8d496afc60b107d60
9/2/2020 7:56:53;9/2/2020 8:04:54;0;100;481;1;9/2/2020 8:04:54;anonymous;EN-GB;1;52;1;1; ;4;5;8;1;10;1;2;6;6;7;7;7;7;7;6;7;7;6;7;7;7;7;1;1;6;6;3;7;26a4b8ee35e3fadf9e3954dace46b827
9/2/2020 7:56:42;9/2/2020 8:08:39;0;100;717;1;9/2/2020 8:08:40;anonymous;EN-GB;1;57;1;1; ;2;1;0;0;0;2;2;4;2;2;1;2;4;4;1;5;5;3;6;2;6;5;7;7;2;4;7;3;3366681bcefdb1aa3dac7f06fedf3030
9/2/2020 8:05:54;9/2/2020 8:09:40;0;100;225;1;9/2/2020 8:09:40;anonymous;EN-GB;1;64;1;1; ;2;5;8;0;5;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;328d8f2879f5cda50704e5f398d8d3c6
9/2/2020 8:06:30;9/2/2020 8:09:43;0;100;193;1;9/2/2020 8:09:44;anonymous;EN-GB;1;74;2;1; ;2;1;9;0;5;1;2;4;4;4;4;4;4;4;4;4;5;5;5;5;4;5;5;5;5;5;5;5;f4409601db26fc3676c0404ef70a1b40
9/2/2020 8:04:19;9/2/2020 8:10:13;0;100;354;1;9/2/2020 8:10:13;anonymous;EN-GB;1;69;1;1; ;4;1;7;8;5;2;2;3;2;3;2;2;2;2;3;2;4;2;4;3;5;5;5;5;2;2;5;2;6ed93245c639c15179baf74d59fbbe3a
9/2/2020 8:09:50;9/2/2020 8:11:44;0;100;113;1;9/2/2020 8:11:44;anonymous;EN-GB;1;40;1;1; ;2;1;10;5;5;3;2;4;4;5;4;4;4;4;4;4;5;4;4;5;5;5;5;4;4;4;4;4;67d85ac26a810b5b397b6487f96398bc
9/2/2020 8:08:19;9/2/2020 8:12:51;0;100;272;1;9/2/2020 8:12:51;anonymous;EN-GB;1;64;1;1; ;2;1;7;0;4;1;2;5;5;7;7;7;7;5;6;6;6;4;7;7;6;7;5;4;4;4;5;5;017bb81bc2bd71aead961393f1fc7e6f
9/2/2020 7:13:23;9/2/2020 7:14:05;0;5;42;0;9/2/2020 8:14:04;anonymous;EN-GB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;069f00318d87ee66015c1e3ddca7fa52
9/2/2020 8:08:49;9/2/2020 8:15:23;0;100;393;1;9/2/2020 8:15:23;anonymous;EN-GB;1;21;1;1; ;1;2;5;2;8;3;2;4;4;4;4;4;3;3;2;7;6;2;4;2;6;2;7;7;2;2;7;2;f2e281669e040f2bf9f51307305d4318
9/2/2020 8:14:36;9/2/2020 8:17:38;0;100;181;1;9/2/2020 8:17:38;anonymous;EN-GB;1;36;2;1; ;4;1;3;5;5;1;2;4;1;4;4;4;7;7;4;7;5;6;6;6;6;7;3;3;6;7;5;6;aa075a3b721d83a9aac247b26b9e931c
9/2/2020 8:15:14;9/2/2020 8:18:43;0;100;208;1;9/2/2020 8:18:43;anonymous;EN-GB;1;48;1;1; ;2;1;10;6;10;1;2;7;7;7;7;7;7;7;7;1;1;7;1;7;1;7;4;1;7;7;1;7;248c0787bd3f819df8d4f01d5edf7a1e
9/2/2020 8:16:07;9/2/2020 8:19:01;0;100;173;1;9/2/2020 8:19:01;anonymous;EN-GB;1;65;1;1; ;4;1;9;3;6;1;2;2;5;2;1;1;4;5;5;4;5;5;5;5;5;6;5;5;3;6;6;5;04fbdc115525e222555307695f9651e6
9/2/2020 8:16:29;9/2/2020 8:19:43;0;100;194;1;9/2/2020 8:19:43;anonymous;EN-GB;1;61;2;1; ;4;1;3;1;2;1;2;4;4;4;4;4;4;3;3;5;4;4;5;5;6;6;5;4;5;6;6;6;95542ff2ddd4d2ab30b240861bc7d43d
9/2/2020 8:18:53;9/2/2020 8:23:10;0;100;257;1;9/2/2020 8:23:11;anonymous;EN-GB;1;47;1;1; ;2;1;8;5;8;1;2;3;3;3;3;1;5;5;5;5;5;5;5;7;5;5;6;6;5;6;5;6;618c407556977b598ded1773d440b624
9/2/2020 8:18:22;9/2/2020 8:23:55;0;100;332;1;9/2/2020 8:23:55;anonymous;EN-GB;1;58;1;1; ;4;1;10;10;10;2;2;5;5;1;1;1;7;5;5;7;7;5;7;7;7;7;7;7;5;1;7;7;bdd344a2c378d9a11443d543b043e94b
9/2/2020 8:24:29;9/2/2020 8:27:27;0;100;178;1;9/2/2020 8:27:28;anonymous;EN-GB;1;66;2;1; ;2;1;0;0;0;1;2;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;92d045311c081259d937a400c462174d
9/2/2020 8:18:24;9/2/2020 8:28:46;0;100;622;1;9/2/2020 8:28:47;anonymous;EN-GB;1;55;2;1; ;4;1;6;8;6;1;2;4;4;4;4;4;4;4;4;4;4;4;4;7;4;7;6;5;4;4;4;4;9079f20fdcc11baaf401f4c12ad50d73
9/2/2020 8:22:21;9/2/2020 8:28:56;0;100;395;1;9/2/2020 8:28:56;anonymous;EN-GB;1;73;2;1; ;4;1;7;6;6;2;2;2;1;1;4;1;6;5;3;7;5;2;7;5;6;5;6;5;3;4;5;4;364ee15ff6dc20b983686a3929fc30fe
9/2/2020 8:27:12;9/2/2020 8:29:58;0;100;165;1;9/2/2020 8:29:58;anonymous;EN-GB;1;42;2;1; ;4;1;8;8;8;1;2;5;6;6;5;6;6;6;5;5;6;6;5;6;6;5;5;6;7;7;7;7;ca1081bc037c5cec76c48a815fb26d67
9/2/2020 8:26:30;9/2/2020 8:30:13;0;100;222;1;9/2/2020 8:30:13;anonymous;EN-GB;1;64;2;1; ;3;2;8;8;7;1;2;5;4;1;1;1;7;7;6;7;7;5;7;7;7;7;5;5;4;4;7;6;67c1141f6e43610ce74fbdc645c811d0
9/2/2020 8:28:59;9/2/2020 8:30:53;0;100;113;1;9/2/2020 8:30:53;anonymous;EN-GB;1;69;2;3;Irish;2;1;4;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;c0dae5f989136dada055c631e22aa1ea
9/2/2020 8:18:11;9/2/2020 8:31:20;0;100;789;1;9/2/2020 8:31:20;anonymous;EN-GB;1;35;1;1; ;2;5;9;1;8;3;2;4;4;1;2;2;6;5;4;7;6;4;7;7;7;5;7;5;2;1;7;1;4d6f9204636c65ef76e4cf2f4bfa4644
9/2/2020 8:22:42;9/2/2020 8:32:58;0;100;616;1;9/2/2020 8:32:58;anonymous;EN-GB;1;66;1;1; ;2;2;7;1;8;1;2;5;5;5;5;5;5;5;4;5;5;4;5;6;6;6;5;3;4;4;3;4;d3dbc82b31cf75ae13c3205326763948
9/2/2020 8:32:16;9/2/2020 8:35:40;0;100;204;1;9/2/2020 8:35:41;anonymous;EN-GB;1;57;2;1; ;4;1;7;7;6;1;3;6;6;6;6;6;4;7;7;5;5;6;4;7;5;6;2;2;7;6;6;2;00b141c45c86b15db1de4af808db022d
9/2/2020 8:29:52;9/2/2020 8:36:56;0;100;423;1;9/2/2020 8:36:56;anonymous;EN-GB;1;69;1;1; ;2;1;2;0;0;2;2;3;1;4;4;4;4;7;4;7;7;5;5;5;5;5;6;4;5;7;5;7;e4408e5380385ead655b8fbdd4dccd3d
9/2/2020 8:40:44;9/2/2020 8:43:31;0;100;167;1;9/2/2020 8:43:31;anonymous;EN-GB;1;28;1;1; ;4;4;0;0;0;1;2;4;4;4;4;4;1;1;1;1;1;1;7;1;1;1;4;4;1;1;4;4;0c51a615e46fcb13c67073453aa451f5
9/2/2020 8:41:10;9/2/2020 8:45:38;0;100;268;1;9/2/2020 8:45:38;anonymous;EN-GB;1;70;1;1; ;2;1;4;0;4;2;2;4;4;4;4;4;4;3;4;6;6;3;6;5;6;5;4;4;3;2;5;3;995f096cd6ba5ebe6593e5beed3aa9f7
9/2/2020 7:48:09;9/2/2020 7:51:05;0;84;175;0;9/2/2020 8:48:15;anonymous;EN-GB;1;69;2;1; ;2;1;2;1;3;1;2;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;f7083b2ae993e180ea30b6dd52ac8ade
9/2/2020 7:48:45;9/2/2020 7:50:02;0;47;76;0;9/2/2020 8:49:26;anonymous;EN-GB;1;59;1;1; ;3;5;8;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24cfffbdce8b693781242a1f5adf99bc
9/2/2020 8:45:16;9/2/2020 8:50:42;0;100;326;1;9/2/2020 8:50:46;anonymous;EN-GB;1;53;1;1; ;4;1;8;9;8;1;2;4;4;2;2;2;2;4;3;6;6;6;5;5;7;6;5;5;5;3;5;2;34f8d770bd6fb1d103ea985fd35886e8
9/2/2020 7:53:19;9/2/2020 7:55:34;0;63;135;0;9/2/2020 8:53:46;anonymous;EN-GB;1;52;1;1; ;2;1;8;0;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;b281ee3ad5e9f6b9a711fcb07f28dd2d
9/2/2020 8:50:09;9/2/2020 8:54:24;0;100;255;1;9/2/2020 8:54:25;anonymous;EN-GB;1;59;2;1; ;3;1;1;2;0;1;2;4;4;2;2;2;3;4;6;7;7;4;7;5;7;3;4;2;5;4;3;4;3c6837ef9f4c5b09fbf5232a3e34dc9f
9/2/2020 8:50:36;9/2/2020 8:54:38;0;100;241;1;9/2/2020 8:54:38;anonymous;EN-GB;1;49;2;1; ;3;2;7;6;1;2;2;4;3;4;4;4;5;6;5;7;7;4;7;5;7;6;5;4;5;5;7;5;61a1fb5975c0d2669a3083c63a308312
9/2/2020 8:50:14;9/2/2020 8:54:46;0;100;272;1;9/2/2020 8:54:47;anonymous;EN-GB;1;74;2;1; ;2;1;2;0;0;3;2;4;4;3;3;3;5;4;3;5;7;4;7;4;7;4;3;3;3;3;4;2;5b4542923401193e6967bf0a828ec821
9/2/2020 7:54:34;9/2/2020 7:54:46;0;11;11;0;9/2/2020 8:54:49;anonymous;EN-GB;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;59064af519b4e2f3b91c9850c616284a
9/2/2020 7:55:10;9/2/2020 7:58:50;0;63;219;0;9/2/2020 8:55:10;anonymous;EN-GB;1;57;1;1; ;2;1;9;10;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;59064af519b4e2f3b91c9850c616284a
9/2/2020 8:51:36;9/2/2020 8:55:53;0;100;256;1;9/2/2020 8:55:53;anonymous;EN-GB;1;68;1;1; ;2;5;5;2;6;1;2;6;6;5;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;d22c7536800cda0a593498ab72c3f2b6
9/2/2020 8:52:46;9/2/2020 8:57:42;0;100;295;1;9/2/2020 8:57:42;anonymous;EN-GB;1;48;1;1; ;2;1;5;0;2;1;2;4;5;5;5;5;7;7;7;7;7;6;7;7;7;7;3;7;7;7;7;7;e4b61a3aaadaefae24bf8049228a287b
9/2/2020 7:59:03;9/2/2020 7:59:11;0;5;7;0;9/2/2020 8:59:18;anonymous;EN-GB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;59064af519b4e2f3b91c9850c616284a
9/2/2020 8:53:57;9/2/2020 8:59:29;0;100;332;1;9/2/2020 8:59:29;anonymous;EN-GB;1;60;1;1; ;2;5;7;2;7;2;2;4;2;2;2;2;4;3;2;4;4;3;4;5;4;2;7;6;3;3;5;4;5c0e3a1040bfc48451f38d97576f3754
9/2/2020 8:01:29;9/2/2020 8:04:42;0;63;193;0;9/2/2020 9:01:40;anonymous;EN-GB;1;67;1;1; ;2;1;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31592b1e7dbf88b3a0ac02c370a497a5
9/2/2020 8:01:43;9/2/2020 8:14:33;0;63;769;0;9/2/2020 9:01:56;anonymous;EN-GB;1;36;2;1; ;4;1;2;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;aa075a3b721d83a9aac247b26b9e931c
9/2/2020 8:59:14;9/2/2020 9:02:01;0;100;166;1;9/2/2020 9:02:01;anonymous;EN-GB;1;55;2;1; ;4;1;7;9;6;1;2;4;3;2;2;2;2;2;2;6;4;2;6;3;6;2;4;4;3;2;4;4;c5deabc6b38d6d8aeffd6b96577ca4ce
9/2/2020 9:02:12;9/2/2020 9:03:04;0;100;51;1;9/2/2020 9:03:04;anonymous;EN-GB;1;52;1;3;Polish;4;3;7;7;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;67c74147625e4da42400f459b6134b5a
9/2/2020 9:01:10;9/2/2020 9:05:24;0;100;254;1;9/2/2020 9:05:25;anonymous;EN-GB;1;66;1;1; ;4;1;7;5;5;2;2;4;4;4;4;4;6;6;6;7;6;7;7;7;7;5;4;5;7;7;5;7;b5e5cb286427f4e93dbe62e79fb7ac8a
9/2/2020 8:04:52;9/2/2020 8:07:34;0;84;161;0;9/2/2020 9:05:26;anonymous;EN-GB;1;67;1;1; ;2;1;4;1;1;3;2;3;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31592b1e7dbf88b3a0ac02c370a497a5
9/2/2020 8:07:20;9/2/2020 8:53:41;0;84;2780;0;9/2/2020 9:07:44;anonymous;EN-GB;1;60;1;1; ;2;5;5;0;8;2;2;4;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5c0e3a1040bfc48451f38d97576f3754
9/2/2020 8:08:12;9/2/2020 8:23:33;0;63;920;0;9/2/2020 9:08:30;anonymous;EN-GB;1;64;2;1; ;3;1;7;7;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;046752c2faa28970c81f6330d06b21ed
9/2/2020 9:05:32;9/2/2020 9:08:50;0;100;197;1;9/2/2020 9:08:50;anonymous;EN-GB;1;58;2;1; ;2;2;10;0;10;1;2;2;2;2;2;2;1;1;1;7;7;1;7;2;7;2;7;7;1;2;7;2;1c70d82afea2fcadc819c421f001948e
9/2/2020 8:17:38;9/2/2020 8:23:44;0;84;365;0;9/2/2020 9:17:46;anonymous;EN-GB;1;74;1;1; ;2;1;8;9;10;2;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;d71b4588ff26d9e023bd08a46df59e9e
9/2/2020 9:12:02;9/2/2020 9:18:04;0;100;362;1;9/2/2020 9:18:05;anonymous;EN-GB;1;69;2;1; ;2;5;1;0;0;2;2;2;2;4;2;3;3;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;75c680768273a1a522548507b868a4f4
9/2/2020 9:15:06;9/2/2020 9:18:31;0;100;204;1;9/2/2020 9:18:31;anonymous;EN-GB;1;50;2;1; ;3;2;3;10;5;3;2;4;5;1;1;1;7;7;4;6;7;4;7;3;7;2;5;1;4;5;4;6;586fc14e4d1f2c7c7c5fe8f0db19386b
9/2/2020 9:17:32;9/2/2020 9:23:39;0;100;367;1;9/2/2020 9:23:40;anonymous;EN-GB;1;67;1;1; ;2;1;8;1;4;1;2;6;6;5;5;5;6;6;5;5;5;5;6;6;6;6;5;5;5;5;5;5;8764ca5e6134a0c27832197402688f20
9/2/2020 9:19:43;9/2/2020 9:25:38;0;100;354;1;9/2/2020 9:25:38;anonymous;EN-GB;1;50;1;1; ;2;1;4;1;6;1;2;4;4;4;3;3;7;7;6;7;7;7;7;6;7;7;7;7;4;6;7;7;d4f0a92baaf87a06760f436d56bb2130
9/2/2020 8:27:20;9/2/2020 8:38:25;0;89;665;0;9/2/2020 9:27:30;anonymous;EN-GB;1;74;1;1; ;2;1;9;10;10;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;d71b4588ff26d9e023bd08a46df59e9e
9/2/2020 9:25:11;9/2/2020 9:28:50;0;100;218;1;9/2/2020 9:28:50;anonymous;EN-GB;1;23;2;1; ;4;2;4;6;1;2;2;4;4;4;3;2;4;4;4;4;4;4;4;4;5;3;4;5;4;4;4;4;7c34ca201ff7ba70df3c184587a6a3d3
9/2/2020 9:25:02;9/2/2020 9:29:06;0;100;244;1;9/2/2020 9:29:06;anonymous;EN-GB;1;74;1;1; ;2;5;8;0;0;1;2;5;3;3;3;3;4;4;4;4;4;4;4;5;4;5;7;7;4;4;4;4;a2beeee820d6f136c9ab559f67b93440
9/2/2020 9:28:21;9/2/2020 9:31:48;0;100;207;1;9/2/2020 9:31:49;anonymous;EN-GB;1;51;1;1; ;2;1;9;0;2;2;2;5;5;7;7;4;4;7;6;7;7;7;7;7;7;7;7;1;7;7;7;7;8b577982de30f908313bef792cebedcb
9/2/2020 9:25:49;9/2/2020 9:33:12;0;100;442;1;9/2/2020 9:33:12;anonymous;EN-GB;1;61;2;1; ;1;5;3;0;0;1;2;4;4;4;4;4;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;035d2485f5e7135b9a899f72b87a7e5e
9/2/2020 9:32:20;9/2/2020 9:34:15;0;100;115;1;9/2/2020 9:34:16;anonymous;EN-GB;1;39;2;1; ;3;2;8;8;3;3;2;4;4;4;4;4;3;3;4;4;3;4;4;4;3;4;5;3;4;6;4;4;de83aaf3dd43323b232347df68205a6e
9/2/2020 9:30:54;9/2/2020 9:35:59;0;100;305;1;9/2/2020 9:35:59;anonymous;EN-GB;1;69;1;1; ;2;5;8;0;0;1;2;4;4;4;4;4;5;5;5;6;6;4;6;5;6;6;4;4;5;5;5;5;31cc6ce324c14096282e03999bad82e1
9/2/2020 8:40:18;9/2/2020 8:41:18;0;63;60;0;9/2/2020 9:40:21;anonymous;EN-GB;1;65;2;1; ;4;5;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;64c6060d2043e61e0e4543c1f41f751e
9/2/2020 9:19:57;9/2/2020 9:40:34;0;100;1237;1;9/2/2020 9:40:34;anonymous;EN-GB;1;31;2;1; ;3;2;9;4;6;1;2;4;4;4;4;4;3;3;3;7;5;4;7;3;7;5;7;6;2;4;7;4;1ef4c80f742f448dd11758a714d3928a
9/2/2020 9:38:39;9/2/2020 9:42:57;0;100;258;1;9/2/2020 9:42:57;anonymous;EN-GB;1;75;2;1; ;3;4;9;0;7;1;2;4;4;4;4;4;5;5;5;6;6;5;6;7;6;7;3;3;5;3;6;4;240111cb795e576b24ae3459ee2220c8
9/2/2020 9:41:36;9/2/2020 9:47:40;0;100;364;1;9/2/2020 9:47:41;anonymous;EN-GB;1;43;1;1; ;4;1;9;5;5;3;2;4;2;3;3;3;4;7;6;7;7;4;7;7;7;7;3;3;7;5;5;5;1030a524404b0bab064b74f20a3df5e5
9/2/2020 9:44:28;9/2/2020 9:48:43;0;100;254;1;9/2/2020 9:48:43;anonymous;EN-GB;1;60;2;1; ;4;2;5;1;2;1;2;4;4;2;2;2;4;4;3;5;5;3;5;5;6;6;5;5;3;4;5;5;764476e33db999aed3108f63ebfcc32c
9/2/2020 9:47:18;9/2/2020 9:49:46;0;100;148;1;9/2/2020 9:49:46;anonymous;EN-GB;1;64;2;1; ;4;1;8;9;5;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;12838f70f33827ec31a866400863f5e7
9/2/2020 9:45:19;9/2/2020 9:52:00;0;100;400;1;9/2/2020 9:52:00;anonymous;EN-GB;1;40;1;1; ;2;2;5;5;8;2;2;4;4;4;4;4;5;5;3;7;7;2;7;6;7;6;3;4;4;4;4;4;8c182e1ffe318532210274487de92e6b
9/2/2020 9:46:02;9/2/2020 9:52:24;0;100;381;1;9/2/2020 9:52:24;anonymous;EN-GB;1;71;1;1; ;2;5;6;0;5;1;2;4;4;4;4;4;6;5;4;5;5;4;4;4;4;4;6;5;4;4;5;5;537aebb190f0e26ddb798fdd5df3a1f8
9/2/2020 9:49:50;9/2/2020 9:52:52;0;100;182;1;9/2/2020 9:52:53;anonymous;EN-GB;1;36;1;1; ;4;3;7;8;8;3;2;4;4;4;4;4;4;4;4;6;6;3;7;3;7;2;4;4;3;3;4;3;9bc7b229f6b51e24ebc49fb87bc39a89
9/2/2020 9:51:14;9/2/2020 9:54:03;0;100;168;1;9/2/2020 9:54:04;anonymous;EN-GB;1;50;1;1; ;4;1;3;5;7;1;2;7;7;6;6;6;7;7;7;7;7;7;7;7;7;7;1;1;7;7;7;7;af6c953ec38bd4a3a82b6fc27423be2c
9/2/2020 9:51:22;9/2/2020 9:54:19;0;100;177;1;9/2/2020 9:54:19;anonymous;EN-GB;1;36;1;1; ;3;2;8;10;8;1;2;5;5;5;3;4;7;7;7;4;7;7;7;7;6;7;7;7;7;7;7;4;85d213c8ee1e7d268d3e509501b22df0
