StartDate;EndDate;Status;Progress;Duration__in_seconds_;Finished;RecordedDate;DistributionChannel;UserLanguage;Q_Informed_Consent;Age;Gender;Nationality;Nationality_3_TEXT;Profession;Education;Covid_19_3;Covid_19_4;Covid_19_5;Manip_checks_power;man_check_guilt;guilt_likelihood_1;guilt_likelihood_2;Recidivism_1;Recidivism_2;Recidivism_3;Motives_Punishment_1;Motives_Punishment_2;Motives_Punishment_3;Motives_Punishment_4;Motives_Punishment_5;Motives_Punishment_6;Motives_Punishment_7;Motives_Punishment_8;Motives_Punishment_9;Motives_Punishment_10;Motives_Punishment_11;Motives_Punishment_12;Motives_Punishment_13;Motives_Punishment_14;Motives_Punishment_15;Motives_Punishment_16;tic
9/2/2020 9:49:29;9/2/2020 9:54:31;0;100;301;1;9/2/2020 9:54:31;anonymous;EN-GB;1;71;2;1; ;2;2;0;0;0;2;2;4;4;4;4;4;1;1;1;1;1;1;1;6;5;7;5;7;2;1;1;1;01783afaade781e57b778121bf35a9ac
9/2/2020 9:50:21;9/2/2020 9:55:08;0;100;286;1;9/2/2020 9:55:08;anonymous;EN-GB;1;55;1;1; ;2;5;3;0;0;2;2;3;2;3;2;2;2;1;3;5;4;1;4;2;4;1;6;4;2;3;4;2;1b0220e5d004c3272742bca9e781be13
9/2/2020 9:02:13;9/2/2020 9:04:35;0;84;141;0;9/2/2020 10:02:14;anonymous;EN-GB;1;58;2;1; ;2;2;9;0;9;1;2;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1c70d82afea2fcadc819c421f001948e
9/2/2020 9:57:10;9/2/2020 10:02:20;0;100;310;1;9/2/2020 10:02:20;anonymous;EN-GB;1;40;1;1; ;4;1;10;9;8;2;2;4;3;2;2;2;5;4;1;3;6;1;7;7;7;7;3;2;5;2;6;3;a8df09fd55080539e9847377dd17623a
9/2/2020 9:56:32;9/2/2020 10:02:37;0;100;365;1;9/2/2020 10:02:37;anonymous;EN-GB;1;74;2;1; ;2;5;8;0;2;3;2;4;1;1;1;1;7;7;4;6;6;4;4;6;4;4;3;4;4;5;6;5;57e59e4702c020f81ae7a43439c510c8
9/2/2020 9:58:46;9/2/2020 10:02:41;0;100;235;1;9/2/2020 10:02:42;anonymous;EN-GB;1;75;1;1; ;3;2;4;0;0;1;2;5;5;5;5;5;3;5;5;5;5;4;5;7;5;7;4;6;4;5;7;6;abde38eda56152f417a32d0d95f18bef
9/2/2020 9:04:38;9/2/2020 9:05:29;0;47;50;0;9/2/2020 10:05:03;anonymous;EN-GB;1;58;2;1; ;2;2;10;0;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1c70d82afea2fcadc819c421f001948e
9/2/2020 10:00:51;9/2/2020 10:07:26;0;100;394;1;9/2/2020 10:07:26;anonymous;EN-GB;1;47;1;1; ;3;5;5;10;5;1;3;4;3;4;4;5;6;6;6;4;4;4;5;4;4;7;4;4;4;4;4;7;efb3f763e3dbe73d8ed30aca7b1cdb7e
9/2/2020 9:12:17;9/2/2020 9:16:02;0;84;225;0;9/2/2020 10:12:20;anonymous;EN-GB;1;50;1;1; ;4;2;10;10;10;2;2;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;363f4dc9c9ff991b4bce17113c846e85
9/2/2020 10:16:01;9/2/2020 10:16:40;0;100;39;1;9/2/2020 10:16:40;anonymous;EN-GB;1;50;1;3;Brazilian;4;2;9;10;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88775d66147ec776096ba76b5f85b5e8
9/2/2020 10:14:14;9/2/2020 10:18:08;0;100;233;1;9/2/2020 10:18:08;anonymous;EN-GB;1;58;1;1; ;2;2;2;0;0;2;2;2;1;1;1;1;4;1;1;5;5;1;4;5;5;7;3;1;3;1;4;1;15d0521302c9a914d2da032fb9e450f0
9/2/2020 9:20:24;9/2/2020 9:21:28;0;74;63;0;9/2/2020 10:20:49;anonymous;EN-GB;1;61;2;1; ;3;3;2;10;10;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;93d044f72041b64c66c14d5250bcb4c3
9/2/2020 10:22:15;9/2/2020 10:25:08;0;100;172;1;9/2/2020 10:25:08;anonymous;EN-GB;1;54;2;1; ;4;1;3;1;3;1;2;4;4;4;4;4;2;1;1;7;7;1;7;1;7;1;4;1;1;1;4;1;a1c04fcdf297c4702b984c9b65fd6d45
9/2/2020 9:25:45;9/2/2020 9:25:57;0;5;11;0;9/2/2020 10:26:00;anonymous;EN-GB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8b577982de30f908313bef792cebedcb
9/2/2020 9:26:10;9/2/2020 9:27:56;0;63;105;0;9/2/2020 10:26:16;anonymous;EN-GB;1;51;1;1; ;2;1;9;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8b577982de30f908313bef792cebedcb
9/2/2020 10:22:54;9/2/2020 10:28:32;0;100;337;1;9/2/2020 10:28:32;anonymous;EN-GB;1;65;2;1; ;3;1;0;0;0;1;2;6;6;3;7;7;7;7;7;7;7;7;7;7;7;7;1;1;7;7;1;7;3ea9276b52af959cbbedb40da42090d2
9/2/2020 9:29:05;9/2/2020 9:29:53;0;11;48;0;9/2/2020 10:29:31;anonymous;EN-GB;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ce13e3a9ef0cf49f4db22c539e53464c
9/2/2020 10:32:05;9/2/2020 10:35:36;0;100;210;1;9/2/2020 10:35:36;anonymous;EN-GB;1;25;2;1; ;4;3;5;6;5;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0d6e6b2370335b9e94a16e544da99023
9/2/2020 10:33:38;9/2/2020 10:36:35;0;100;177;1;9/2/2020 10:36:36;anonymous;EN-GB;1;43;2;1; ;4;2;8;7;9;1;1;7;7;5;6;4;6;4;4;5;6;4;6;6;7;7;5;4;6;5;6;5;d9b6fa550a094bfef59689d8305e0cf5
9/2/2020 10:33:52;9/2/2020 10:38:49;0;100;297;1;9/2/2020 10:38:49;anonymous;EN-GB;1;58;2;1; ;2;1;6;5;5;2;2;4;2;4;4;4;7;4;5;7;7;6;7;6;7;5;6;7;6;6;6;6;9eaed7bbac376b5eeacf7454e2f3b6b9
9/2/2020 9:41:12;9/2/2020 9:42:49;0;42;96;0;9/2/2020 10:41:25;anonymous;EN-GB;1;38;1;1; ;2;1;8;0;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;b79c08f09aa4b3cc53e657170e9332c9
9/2/2020 10:40:13;9/2/2020 10:43:27;0;100;194;1;9/2/2020 10:43:28;anonymous;EN-GB;1;61;2;1; ;4;1;1;7;3;1;2;5;5;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;9ab8e93e37e30b023158e6df5af7290f
9/2/2020 10:45:40;9/2/2020 10:50:16;0;100;275;1;9/2/2020 10:50:16;anonymous;EN-GB;1;62;1;1; ;2;5;8;3;8;2;2;4;4;5;4;5;7;7;7;7;7;7;7;7;7;7;7;5;7;7;7;7;a83065f324a640d1429f4e6992f41068
9/2/2020 10:53:51;9/2/2020 10:56:46;0;100;175;1;9/2/2020 10:56:46;anonymous;EN-GB;1;66;2;1; ;2;3;3;0;3;1;2;3;2;1;1;1;6;6;5;5;5;5;5;6;5;6;6;5;5;5;5;5;7cef1ca34e5268f60a8352d7c0cfe35a
9/2/2020 10:53:45;9/2/2020 10:57:58;0;100;253;1;9/2/2020 10:57:58;anonymous;EN-GB;1;67;1;1; ;4;1;7;10;7;2;2;4;4;4;4;4;4;4;4;5;5;4;6;4;5;4;4;4;4;4;4;4;669a16dae8c53682e936c45c464d6f18
9/2/2020 10:56:42;9/2/2020 11:04:03;0;100;441;1;9/2/2020 11:04:03;anonymous;EN-GB;1;46;2;1; ;2;1;8;0;6;1;2;5;5;2;2;2;6;5;7;5;7;7;7;7;7;7;6;7;7;7;7;7;56624eb9a8982fd0aef816024d57225a
9/2/2020 11:04:30;9/2/2020 11:09:58;0;100;328;1;9/2/2020 11:09:58;anonymous;EN-GB;1;61;2;1; ;2;1;0;0;0;2;2;4;4;4;4;4;5;5;5;6;6;5;6;7;6;7;5;5;5;5;5;5;30b195422a4afaccda1b57625d07bd37
9/2/2020 11:07:45;9/2/2020 11:12:14;0;100;268;1;9/2/2020 11:12:14;anonymous;EN-GB;1;73;2;1; ;3;1;7;5;6;1;2;7;7;7;7;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7e7cea019e850e4360facfe3e13cca0f
9/2/2020 11:14:07;9/2/2020 11:19:58;0;100;351;1;9/2/2020 11:19:58;anonymous;EN-GB;1;57;1;1; ;2;2;7;7;5;2;2;4;3;4;4;4;6;4;3;6;4;3;6;5;6;6;7;6;3;3;7;4;4c8b120493953530eaf78d9c34199f4b
9/2/2020 11:19:44;9/2/2020 11:22:18;0;100;154;1;9/2/2020 11:22:19;anonymous;EN-GB;1;31;2;1; ;4;2;10;9;8;1;2;4;5;2;2;4;1;2;2;4;3;4;4;6;6;7;4;4;3;5;5;5;9480b356261b6a567f6451203c3fecc9
9/2/2020 11:22:26;9/2/2020 11:25:13;0;100;166;1;9/2/2020 11:25:14;anonymous;EN-GB;1;40;1;1; ;4;1;5;8;4;3;2;5;5;4;4;4;5;6;6;6;6;6;5;6;4;5;4;3;5;6;3;3;9f5d12e54256a4c1f366cb93e3fabb7a
9/2/2020 11:29:51;9/2/2020 11:34:39;0;100;288;1;9/2/2020 11:34:39;anonymous;EN-GB;1;45;2;1; ;4;1;7;10;0;2;2;4;4;4;4;4;7;7;4;7;7;4;7;7;7;7;7;7;4;3;7;4;974ebf4c9cb5e7be622cf98eaa2505c0
9/2/2020 10:40:44;9/2/2020 10:45:33;0;95;288;0;9/2/2020 11:41:00;anonymous;EN-GB;1;58;1;1; ;3;1;8;3;0;1;2;5;5;5;5;5;6;6;6;6;6;6;6;7;6;7;6;3;6;6;5;7;97a069a26e0bbcd161b8b433e83d23eb
9/2/2020 11:40:05;9/2/2020 11:43:12;0;100;187;1;9/2/2020 11:43:13;anonymous;EN-GB;1;38;1;1; ;2;1;7;0;0;2;2;4;4;4;4;4;4;4;3;7;7;2;7;7;7;5;5;3;2;5;5;4;b79c08f09aa4b3cc53e657170e9332c9
9/2/2020 11:44:11;9/2/2020 11:48:35;0;100;263;1;9/2/2020 11:48:35;anonymous;EN-GB;1;41;1;1; ;4;5;10;10;10;3;2;5;5;4;4;4;3;3;4;7;5;4;7;4;7;7;4;4;4;4;4;4;a218c46b723d70e6ee097f507ad4e8ed
9/2/2020 11:47:09;9/2/2020 11:53:10;0;100;361;1;9/2/2020 11:53:10;anonymous;EN-GB;1;38;2;1; ;4;2;8;8;6;1;2;5;5;5;5;5;4;4;4;4;4;4;7;4;7;4;7;7;4;7;7;4;a679714be75f9f81a1411b4767718335
9/2/2020 12:01:34;9/2/2020 12:06:41;0;100;306;1;9/2/2020 12:06:41;anonymous;EN-GB;1;87;2;1; ;2;2;4;1;2;2;2;4;3;2;3;3;5;4;4;5;5;5;5;5;5;5;4;3;5;5;5;5;903c981d2687630f68741c548638159e
9/2/2020 11:06:33;9/2/2020 11:07:34;0;42;61;0;9/2/2020 12:06:52;anonymous;EN-GB;1;73;2;1; ;3;1;7;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7e7cea019e850e4360facfe3e13cca0f
9/2/2020 12:06:42;9/2/2020 12:13:53;0;100;430;1;9/2/2020 12:13:53;anonymous;EN-GB;1;77;2;1; ;3;1;8;0;5;1;2;6;6;5;5;5;7;7;5;5;5;6;5;6;5;7;3;5;6;6;5;5;5ab83393d4022e574bd613a686683243
9/2/2020 12:09:30;9/2/2020 12:15:13;0;100;342;1;9/2/2020 12:15:13;anonymous;EN-GB;1;73;2;1; ;2;2;7;0;0;1;2;4;4;4;4;4;7;7;5;5;7;5;3;7;5;7;1;1;7;7;2;7;17dad711ffbb9ad47c2d5fcbb2cf2f4a
9/2/2020 12:16:47;9/2/2020 12:19:32;0;100;164;1;9/2/2020 12:19:32;anonymous;EN-GB;1;55;1;1; ;4;1;7;6;7;2;2;5;5;6;6;6;6;6;5;6;6;6;7;7;6;6;4;5;6;6;6;6;4e60f8ee6aae0a0c79c20150856682ae
9/2/2020 12:22:40;9/2/2020 12:26:52;0;100;251;1;9/2/2020 12:26:52;anonymous;EN-GB;1;70;1;1; ;2;1;7;1;3;1;2;3;4;4;4;4;4;2;6;4;5;3;6;7;4;6;4;4;3;4;5;3;9cbdbf16be8b9393dfbdfec7d48378ee
9/2/2020 12:19:09;9/2/2020 12:27:40;0;100;510;1;9/2/2020 12:27:40;anonymous;EN-GB;1;75;1;1; ;2;1;2;0;1;3;2;3;3;2;2;2;3;3;1;7;3;2;7;5;3;4;5;4;3;2;4;4;28372a7d1febe1c4184130caa2edd18b
9/2/2020 11:31:22;9/2/2020 11:34:39;0;63;197;0;9/2/2020 12:31:38;anonymous;EN-GB;1;43;2;1; ;4;1;8;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ec4c3fdc74b6da770e10ea163d8d2f0a
9/2/2020 12:37:02;9/2/2020 12:39:09;0;100;126;1;9/2/2020 12:39:09;anonymous;EN-GB;1;62;1;1; ;4;1;9;8;8;2;2;5;5;5;5;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;e28b729fc5c11387b653030f67b3c38e
9/2/2020 11:39:13;9/2/2020 11:39:57;0;5;43;0;9/2/2020 12:39:15;anonymous;EN-GB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7aadfdd7c2716a6e55de78ba3b348f99
9/2/2020 12:36:45;9/2/2020 12:39:17;0;100;151;1;9/2/2020 12:39:17;anonymous;EN-GB;1;31;1;1; ;4;1;2;10;1;1;1;4;3;3;3;3;3;6;4;4;4;3;4;4;4;4;4;5;5;5;5;4;40aae105a92eefc0127cabda7f43a0f1
9/2/2020 12:33:43;9/2/2020 12:40:13;0;100;389;1;9/2/2020 12:40:13;anonymous;EN-GB;1;68;1;1; ;2;1;6;1;1;1;2;2;1;4;4;4;6;3;4;7;7;4;7;5;7;7;5;5;5;6;6;5;0ac6e47808d31b7dfc27f385567090cb
9/2/2020 12:39:29;9/2/2020 12:40:28;0;100;58;1;9/2/2020 12:40:28;anonymous;EN-GB;1;42;1;3;Australia/British duel national;3;2;6;8;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51a016c8a180e2cef417d0963331d559
9/2/2020 12:38:58;9/2/2020 12:43:42;0;100;284;1;9/2/2020 12:43:43;anonymous;EN-GB;1;68;2;1; ;2;5;2;1;1;1;2;6;5;6;6;6;6;7;7;2;7;7;6;7;6;7;1;1;7;7;6;7;95e0976199c3d938154728b43ce54efb
9/2/2020 12:41:43;9/2/2020 12:45:21;0;100;218;1;9/2/2020 12:45:21;anonymous;EN-GB;1;35;1;1; ;4;1;8;8;3;3;2;5;4;4;4;4;4;3;3;5;5;4;7;5;7;5;4;2;4;2;4;2;f9aa6d7018b1f1a01e0d392d19ac61ca
9/2/2020 12:42:06;9/2/2020 12:46:43;0;100;277;1;9/2/2020 12:46:43;anonymous;EN-GB;1;41;1;1; ;2;1;8;8;8;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0de4682624e9fcf99d34a1d7a726f7f0
9/2/2020 12:12:27;9/2/2020 12:18:57;0;84;390;0;9/2/2020 13:12:38;anonymous;EN-GB;1;75;1;1; ;2;1;2;0;1;1;2;3;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28372a7d1febe1c4184130caa2edd18b
9/2/2020 12:13:08;9/2/2020 12:16:26;0;89;198;0;9/2/2020 13:13:12;anonymous;EN-GB;1;59;1;1; ;3;2;10;8;4;1;2;4;4;4;4;4;5;3;3;6;5;4;7;7;7;7;7;7;5;5;7;5;7541b4141b7e8495345441b1da463fbb
9/2/2020 13:12:33;9/2/2020 13:17:32;0;100;299;1;9/2/2020 13:17:32;anonymous;EN-GB;1;43;2;1; ;4;1;8;8;8;2;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;ec4c3fdc74b6da770e10ea163d8d2f0a
9/2/2020 13:16:28;9/2/2020 13:18:18;0;100;110;1;9/2/2020 13:18:18;anonymous;EN-GB;1;59;1;1; ;4;5;5;0;0;3;2;5;5;4;4;4;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;d1ff574084082ce4b2e88d7a7dfa11ce
9/2/2020 13:20:37;9/2/2020 13:26:25;0;100;347;1;9/2/2020 13:26:25;anonymous;EN-GB;1;55;1;1; ;4;1;9;8;8;3;2;4;3;3;3;3;6;4;2;7;7;3;7;6;7;7;2;1;4;6;2;2;575243865703f3464d5fe3780452629a
9/2/2020 13:36:08;9/2/2020 13:38:54;0;100;166;1;9/2/2020 13:38:54;anonymous;EN-GB;1;45;1;1; ;4;2;6;7;6;1;2;4;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;322c216bd57a6e8ad2610c712a0fe8ab
9/2/2020 12:41:07;9/2/2020 12:42:00;0;63;53;0;9/2/2020 13:41:15;anonymous;EN-GB;1;41;1;1; ;2;1;8;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0de4682624e9fcf99d34a1d7a726f7f0
9/2/2020 12:42:06;9/2/2020 12:42:49;0;74;42;0;9/2/2020 13:42:25;anonymous;EN-GB;1;49;2;1; ;3;2;7;7;7;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;bc4866e4ca2baddbc091639e8c4f080c
9/2/2020 13:52:51;9/2/2020 13:53:34;0;100;43;1;9/2/2020 13:53:34;anonymous;EN-GB;1;39;1;3;French;3;3;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6be209e4906ea84646e223a6ab312141
9/2/2020 14:11:54;9/2/2020 14:14:52;0;100;178;1;9/2/2020 14:14:52;anonymous;EN-GB;1;62;1;1; ;4;1;10;10;8;1;3;7;7;7;7;7;7;7;7;5;7;7;7;7;7;7;2;2;4;6;6;6;1854be4183d178fea0112198ee7871a5
9/2/2020 14:44:13;9/2/2020 14:52:35;0;100;502;1;9/2/2020 14:52:35;anonymous;EN-GB;1;68;2;1; ;2;1;1;1;1;1;2;4;6;5;5;5;3;5;4;6;6;4;6;6;6;6;4;2;6;6;6;6;632713daa8526dd76726814ebd6493d4
9/2/2020 14:52:40;9/2/2020 14:57:02;0;100;261;1;9/2/2020 14:57:02;anonymous;EN-GB;1;67;1;1; ;2;1;7;0;7;2;2;5;3;4;4;4;5;5;3;7;7;5;7;7;7;7;7;7;5;5;7;5;8b0867c466a70327c4d5319254891acf
9/2/2020 15:11:32;9/2/2020 15:14:43;0;100;190;1;9/2/2020 15:14:43;anonymous;EN-GB;1;32;1;1; ;4;2;8;7;7;2;2;3;4;3;3;3;7;1;1;7;7;1;7;5;7;4;7;7;1;1;7;1;7fae053af5ea4cc7f9394c7412ccd9fb
9/2/2020 15:25:47;9/2/2020 15:30:53;0;100;305;1;9/2/2020 15:30:53;anonymous;EN-GB;1;76;2;1; ;2;5;3;1;1;1;2;4;4;4;4;4;5;5;4;7;6;2;7;6;7;5;6;5;5;5;5;6;3c01a0689f34fa47e6136374f1869214
9/2/2020 15:31:05;9/2/2020 15:34:25;0;100;199;1;9/2/2020 15:34:25;anonymous;EN-GB;1;76;2;1; ;2;2;8;0;7;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;e9b592b13ef034e8db1d5fd2a1a1b916
9/2/2020 15:32:21;9/2/2020 15:37:47;0;100;325;1;9/2/2020 15:37:47;anonymous;EN-GB;1;49;1;1; ;4;1;8;9;2;2;2;4;4;4;4;4;3;2;3;7;7;2;7;6;7;6;1;1;3;7;1;3;476583bd51271a7655bc8423c450e253
9/2/2020 15:30:32;9/2/2020 15:40:28;0;100;596;1;9/2/2020 15:40:29;anonymous;EN-GB;1;37;1;1; ;2;5;0;5;0;1;2;4;4;4;4;4;1;3;5;7;7;3;7;7;7;7;3;1;6;1;5;7;4ac322f693f5e6c57c3f248e2f720ea8
9/2/2020 14:51:38;9/2/2020 14:52:45;0;63;66;0;9/2/2020 15:51:45;anonymous;EN-GB;1;68;2;1; ;2;1;7;0;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4b744f97d015dccbe62ad54309ef2600
9/2/2020 15:04:27;9/2/2020 15:07:57;0;11;209;0;9/2/2020 16:05:21;anonymous;EN-GB;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0e6e95ac5d00a493377d94dd560a47fb
9/2/2020 16:08:43;9/2/2020 16:12:17;0;100;213;1;9/2/2020 16:12:17;anonymous;EN-GB;1;49;2;1; ;4;1;3;5;2;1;2;6;7;5;6;6;4;4;4;4;5;6;5;6;5;4;4;4;5;3;5;4;e5b010b2c141e17b055aef7256aa9737
9/2/2020 16:20:29;9/2/2020 16:23:02;0;100;153;1;9/2/2020 16:23:03;anonymous;EN-GB;1;69;1;1; ;2;5;4;0;1;1;2;5;5;4;4;4;5;7;5;5;5;2;5;7;6;5;2;2;2;5;5;5;c06ded9d36aed95d2b2404f5fd66eda1
9/2/2020 16:44:45;9/2/2020 16:46:06;0;100;81;1;9/2/2020 16:46:07;anonymous;EN-GB;1;72;2;3;european;3;2;8;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;e61ee231e7841dcd25d56fa90eaea5f8
9/2/2020 17:06:22;9/2/2020 17:12:23;0;100;361;1;9/2/2020 17:12:24;anonymous;EN-GB;1;73;2;1; ;4;4;10;10;5;2;2;4;1;4;4;4;5;5;5;7;6;6;7;5;6;5;7;7;6;6;7;6;4684c6ff4a74c7c49496878d24691fa8
9/2/2020 18:05:52;9/2/2020 18:08:20;0;100;147;1;9/2/2020 18:08:20;anonymous;EN-GB;1;48;2;1; ;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;b092faf7fbb34306120be27fd65e33a6
9/2/2020 18:21:02;9/2/2020 18:25:56;0;100;294;1;9/2/2020 18:25:56;anonymous;EN-GB;1;58;1;1; ;2;1;8;0;5;2;2;4;1;2;5;5;7;4;5;7;7;3;7;5;7;7;5;4;4;4;7;5;9a005e4e4e59b52878876ba31fb278a4
9/2/2020 17:34:36;9/2/2020 17:35:57;0;11;80;0;9/2/2020 18:34:37;anonymous;EN-GB;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;82dd7c1cd6bfe22818aa49d6d302868a
9/2/2020 20:03:05;9/2/2020 20:04:06;0;100;60;1;9/2/2020 20:04:06;anonymous;EN-GB;1;18;2;3;Ukrainian;1;5;8;8;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;c46b02424b2402c3840f0fb12b760d61
